2024-12-02 05:02:12.176 -05:00 [INF] Starting!
2024-12-02 05:02:12.287 -05:00 [INF] Final total time elapsed hh:mm:ss.fff: 00:00:00.117
2024-12-02 05:02:12.289 -05:00 [INF] Answer: 0
2024-12-02 05:10:17.720 -05:00 [INF] Starting!
2024-12-02 05:10:17.815 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.210 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.210 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.211 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.211 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.212 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.212 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.212 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.213 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.213 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.214 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.215 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.216 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.217 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.217 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.218 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.219 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.220 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.220 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.221 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.222 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.222 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.223 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.223 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.224 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.224 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.225 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.225 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.226 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.226 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.227 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.227 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.228 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.229 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.229 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.230 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.230 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.231 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.232 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.233 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.233 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.234 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.234 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.235 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.235 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.236 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.236 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.237 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.237 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.238 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.238 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.239 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.239 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.240 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.240 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.240 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.241 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.241 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.242 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.242 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.243 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.243 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.244 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.244 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.244 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.245 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.245 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.246 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.246 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.247 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.247 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.248 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.249 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.249 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.250 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.251 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.251 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.252 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.252 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.253 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.254 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.254 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.255 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.255 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.256 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.257 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.257 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.258 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.258 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.259 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.260 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.260 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.261 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.261 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.262 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.263 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.263 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.264 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.264 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.265 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.266 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.266 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.267 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.267 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.268 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.268 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.269 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.269 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.270 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.270 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.271 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.271 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.272 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.273 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.273 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.274 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.275 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.275 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.276 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.276 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.277 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.278 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.278 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.279 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.279 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.280 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.280 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.281 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.281 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.282 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.282 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.283 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.283 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.284 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.284 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.284 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.285 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.285 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.286 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.286 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.287 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.287 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.288 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.288 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.288 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.289 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.289 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.290 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.290 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.291 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.291 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.292 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.292 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.293 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.293 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.293 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.294 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.294 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.295 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.295 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.296 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.296 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.297 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.297 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.298 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.298 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.299 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.299 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.300 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.300 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.301 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.301 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.302 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.302 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.303 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.303 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.304 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.304 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.305 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.305 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.306 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.306 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.307 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.307 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.307 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.308 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.308 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.309 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.309 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.310 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.310 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.311 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.311 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.312 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.312 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.313 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.313 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.314 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.314 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.315 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.315 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.316 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.316 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.317 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.317 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.318 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.318 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.318 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.319 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.319 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.320 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.320 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.321 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.321 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.322 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.322 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.323 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.323 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.323 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.324 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.324 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.325 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.325 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.326 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.326 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.327 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.327 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.328 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.328 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.328 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.329 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.329 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.330 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.330 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.331 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.331 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.332 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.332 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.333 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.333 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.334 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.334 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.335 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.335 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.336 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.336 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.337 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.337 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.337 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.338 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.338 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.339 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.339 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.340 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.340 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.341 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.341 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.342 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.342 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.343 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.343 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.344 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.344 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.344 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.345 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.345 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.346 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.346 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.347 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.347 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.348 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.348 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.349 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.349 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.350 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.350 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.351 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.351 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.351 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.352 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.352 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.353 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.353 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.354 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:20.354 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.355 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.355 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.356 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.356 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.357 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.358 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.358 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.359 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.359 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.360 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.361 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.361 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.362 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.362 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:20.363 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:20.363 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:20.364 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:20.365 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:20.365 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:20.366 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
